stop_id,stop_name,total_trips,total_flow,median_age,pop_density,percent_male,average_flow,,geometry
8627,MARRETT RD @ ELENA RD,112,6.7,43.1,377.5000001,0.498,0.059821429,,POINT (233011.3898999989 908766.2745000012)
8628,656 MARRETT RD,112,1.5,46.2,952.1000002,0.486,0.013392857,,POINT (233011.3898999989 908766.2745000012)
8629,MARRETT RD @ LINCOLN ST,112,17.9,46.2,952.1000002,0.486,0.159821429,,POINT (247036.63560000062 908767.5152999982)
8630,MARRETT RD @ MIDDLE ST,112,7.5,46.2,952.1000002,0.486,0.066964286,,POINT (235551.6371999979 908770.4287)
8631,MARRETT RD @ TUFTS RD,112,1,46.2,952.1000002,0.486,0.008928571,,POINT (247115.20210000128 908772.3471999988)
8632,MARRETT RD @ SPRING ST,112,0.5,44.7,668.3,0.484,0.004464286,,POINT (224101.38480000198 908798.6774999984)
8633,MARRETT RD OPP DOWNING RD,112,12,44.7,668.3,0.484,0.107142857,,POINT (233897.4306000024 908800.3368999995)
8634,MARRETT RD OPP PROSPECT HILL,112,9.7,44.7,668.3,0.484,0.086607143,,POINT (228533.7722999975 908814.5603)
8635,MARRETT RD @ WALTHAM ST,112,68.5,46.2,952.1000002,0.486,0.611607143,,POINT (230520.81220000237 908816.6875)
8636,MASSACHUSETTS AVE OPP MERIAM,167,208,50.9,1013.6,0.47,1.245508982,,POINT (237801.3126000017 908832.7184999995)
8637,MASSACHUSETTS AVE @ WINTHROP,167,52.3,51.6,919.0999998,0.445,0.313173653,,POINT (226765.67909999937 908840.6849999987)
8638,MASSACHUSETTS AVE @ SLOCUM RD,167,55.2,51.6,919.0999998,0.445,0.330538922,,POINT (236086.88130000234 908845.5502000004)
8639,MASSACHUSETTS AVE @ BLOOMFIEL,167,7,51.6,919.0999998,0.445,0.041916168,,POINT (246484.76539999992 908852.5003000014)
8640,MASSACHUSETTS AVE @ PERCY RD,167,9.5,51.6,919.0999998,0.445,0.056886228,,POINT (230473.2223000005 908873.6609999985)
8641,MASSACHUSETTS AVE @ PELHAM RD,167,21.9,51.6,919.0999998,0.445,0.131137725,,POINT (236128.39029999822 908874.6314000003)
8643,MASSACHUSETTS AVE @ PLAINFIEL,167,45.4,46.4,926.4,0.487,0.271856287,,POINT (230247.03419999778 908877.7408999987)
8645,MASSACHUSETTS AVE @ INDEPENDE,167,26.4,46.4,926.4,0.487,0.158083832,,POINT (232604.26889999956 908881.9941999987)
8647,MASSACHUSETTS AVE @ PLEASANT,167,100.1,42.3,2215.1,0.471,0.599401198,,POINT (230231.58470000327 908882.1418999992)
8648,PLEASANT ST @ FERN ST,50,13,47.3,678.3999999,0.496,0.26,,POINT (227097.7344999984 908899.3284999989)
8649,PLEASANT ST @ LUONGO'S FARM L,50,0,47.3,678.3999999,0.496,0,,POINT (235029.58330000192 908922.2476999983)
8651,WATERTOWN ST @ CRESCENT RD,50,15,47.3,678.3999999,0.496,0.3,,POINT (235028.25140000135 908928.7071000002)
8670,MAIN ST @ NEWTON ST,465,591,41.1,3814.999999,0.463,1.270967742,,POINT (239284.26850000024 908935.748300001)
8671,MAIN ST @ CHAMBERLAIN TERR,465,476.8,31.5,4149.900003,0.493,1.025376344,,POINT (224052.84369999915 908936.9378000014)
8672,MAIN ST OPP ROSE HILL WAY,465,99,42.6,2408.099999,0.478,0.212903226,,POINT (236230.33900000155 908942.7120999992)
8674,MAIN ST @ WILLOW ST,465,204.6,41.3,2396.799999,0.51,0.44,,POINT (237830.69879999757 908945.7177000009)
8676,MAIN ST @ RANGELEY RD,465,89.8,42.6,2408.099999,0.478,0.19311828,,POINT (234326.20350000262 908948.4582000002)
8678,MAIN ST OPP WARREN ST,465,375.1,41.3,2396.799999,0.51,0.806666667,,POINT (234326.20350000262 908948.4582000002)
8679,MAIN ST OPP LONGFELLOW RD,465,118.9,38.7,5606.099997,0.478,0.255698925,,POINT (234047.45289999992 908952.7498999983)
8680,ADAMS ST @ CENTRE ST,70,84.5,34.4,12180.89998,0.485,1.207142857,,POINT (234047.45289999992 908952.7498999983)
8681,ADAMS ST @ KING ST,70,60.5,34.4,12180.89998,0.485,0.864285714,,POINT (236045.68509999663 912774.3471999988)
8682,ADAMS ST @ LONSDALE ST,70,82,34.8,12159.69997,0.471,1.171428571,,POINT (239382.3905000016 912775.6251000017)
8683,ADAMS ST @ MSGR LYDON WAY,70,36,35.5,6345.499985,0.487,0.514285714,,POINT (239363.40450000018 912778.3814999983)
8684,ADAMS ST @ ASHMONT ST,70,74,37.8,7180.299992,0.478,1.057142857,,POINT (245008.92019999772 912780.4800999984)
8685,ADAMS ST @ HELENA RD,70,55.5,37.8,7180.299992,0.478,0.792857143,,POINT (239914.4274000004 912782.7769000009)
8686,ADAMS ST @ WESTMORELAND ST,70,46.5,35.5,6754.899989,0.489,0.664285714,,POINT (239921.4851000011 912783.5581)
8687,ADAMS ST @ MINOT ST,70,85,35.5,6754.899989,0.489,1.214285714,,POINT (226687.90600000322 912787.1876000017)
8691,WASHINGTON ST @ CLIFTON ST,137,39.2,35.8,6222.899989,0.517,0.286131387,,POINT (246490.65659999847 912789.8465999998)
8692,WINTHROP ST @ PLAYSTEAD RD,151,39.3,42.2,121,0.502,0.260264901,,POINT (239284.98960000277 912793.4503999986)
8717,DORCHESTER AVE @ TALBOT AVE,60,39.7,37.6,5890.499998,0.496,0.661666667,,POINT (246509.64429999888 912797.2353000008)
8803,398 NEPONSET AVE @ NEPONSET H,160,248.5,35.1,3311.6,0.476,1.553125,,POINT (239241.46859999746 912799.3128000014)
8805,NEPONSET AVE @ TOLMAN ST,160,102,35.1,3311.6,0.476,0.6375,,POINT (240316.57900000364 912802.446800001)
8806,248 NEPONSET AVE,160,138,34.7,6585.000014,0.5,0.8625,,POINT (240101.37960000336 912802.7756000012)
8807,NEPONSET AVE @ POPES HILL ST,160,303,34.7,6585.000014,0.5,1.89375,,POINT (240107.92220000178 912803.4360000007)
8808,NEPONSET AVE OPP KING ST,160,100,34.7,6585.000014,0.5,0.625,,POINT (244990.9628000036 912809.1345999986)
8809,ADAMS ST @ PARKMAN ST,233,89,34.4,12180.89998,0.485,0.381974249,,POINT (244151.74960000068 912811.9633000009)
8811,HILLTOP ST @ GRANITE AVE,60,0,51.2,1612.7,0.468,0,,POINT (244979.31849999726 912816.8324000016)
8812,HILLTOP ST OPP CROCKETT AVE,60,1,51.2,1612.7,0.468,0.016666667,,POINT (243089.67360000312 912823.3332000002)
8813,HILLTOP ST OPP WHITRIDGE ST,60,1,51.2,1612.7,0.468,0.016666667,,POINT (243462.95329999924 912824.0223000012)
8814,HILLTOP ST @ HALLET ST,60,8,51.2,1612.7,0.468,0.133333333,,POINT (243480.07710000128 912831.7664999999)
8815,MAIN ST @ MERCHANTS ROW,465,1891.7,36.7,5152.500007,0.499,4.068172043,,POINT (226635.9197999984 912847.4274000004)
8816,MAIN ST @ THAXTER ST,465,295.3,36.7,5152.500007,0.499,0.635053763,,POINT (245869.5102000013 912871.8493000008)
8818,MAIN ST @ WAVERLEY AVE,465,419.5,36.8,3541.199999,0.482,0.902150538,,POINT (244213.42180000246 912883.1471000016)
8819,MAIN ST @ EDENFIELD AVE,465,548.9,36.8,3541.199999,0.482,1.180430108,,POINT (232828.46419999748 912890.4747000001)
8820,MAIN ST @ OLNEY ST,465,35.6,38.7,5606.099997,0.478,0.07655914,,POINT (226601.41539999843 912892.9530999996)
8821,MAIN ST @ COPELAND ST,465,261,38.7,5606.099997,0.478,0.561290323,,POINT (243081.99440000206 912894.9250000007)
8822,MAIN ST @ WILMOT ST,465,3,36.6,2208.9,0.479,0.006451613,,POINT (232829.53369999677 912896.3387999982)
8823,MAIN ST @ EMERSON RD,465,101.2,36.6,2208.9,0.479,0.217634409,,POINT (243621.04649999738 912901.3123999983)
8824,MAIN ST @ LONGFELLOW RD,465,73,38.7,5606.099997,0.478,0.156989247,,POINT (246614.62860000134 912903.3225999996)
8825,MAIN ST @ WARREN ST,465,337.1,41.3,2396.799999,0.51,0.724946237,,POINT (242481.84340000153 912918.8205000013)
8826,MAIN ST @ BRIGHAM RD,465,114.5,42.6,2408.099999,0.478,0.246236559,,POINT (221198.09000000358 912919.0313999988)
8828,MAIN ST OPP WILLOW ST,465,214,41.3,2396.799999,0.51,0.460215054,,POINT (246647.17549999803 912920.2692999989)
8830,MAIN ST @ ROSE HILL WAY,465,108.2,42.6,2408.099999,0.478,0.232688172,,POINT (245454.50670000166 912920.3535000011)
8831,MAIN ST OPP CHAMBERLAIN TERR,465,502.6,41.1,3814.999999,0.463,1.080860215,,POINT (243638.72249999642 912922.1763000004)
8832,MAIN ST @ HARRIS ST,465,554.5,41.1,3814.999999,0.463,1.192473118,,POINT (242473.30839999765 912925.1730999984)
8841,MAIN ST @ PALMER ST,297,218.3,34.3,5104.500004,0.522,0.735016835,,POINT (242519.84350000322 912929.1876999997)
8842,MAIN ST @ PROSPECT HILL RD,297,162.9,34.3,5104.500004,0.522,0.548484848,,POINT (244267.26519999653 912944.8748999983)
8843,MAIN ST @ LUNDA ST,297,97.2,39.1,1686.1,0.489,0.327272727,,POINT (245252.4606000036 912945.4816000015)
8845,MAIN ST @ EDGEHILL RD,297,72.4,39.1,1686.1,0.489,0.243771044,,POINT (229077.71829999983 912949.5577000007)
8846,MAIN ST @ HILL RD,297,34.7,39.1,1686.1,0.489,0.116835017,,POINT (244816.7148000002 912950.5826999992)
8848,MAIN ST @ STOW ST,297,222.6,40.7,161.3,0.474,0.749494949,,POINT (221182.40579999983 912952.5001000017)
8849,STOW ST @ TAVERN RD,45,12,39.1,1686.1,0.489,0.266666667,,POINT (244812.61140000075 912954.5311999992)
8850,TAVERN RD @ WESTON ST,45,7,39.1,1686.1,0.489,0.155555556,,POINT (218195.0305000022 915297.2109000012)
8852,MAIN ST @ OLD MAIN ST,188,267.6,40.5,372.3,0.5,1.423404255,,POINT (218195.0305000022 915297.2109000012)
8853,1076 MAIN ST,94,0,40.5,1954.2,0.467,0,,POINT (239914.4149999991 915298.1534999982)
8854,1032 MAIN ST OPP WHEELING ST,94,14.4,39.6,1080.5,0.506,0.153191489,,POINT (229937.5973000005 915303.4677000009)
8855,MAIN ST @ MOUNTAIN ST,94,22.4,39.6,1080.5,0.506,0.238297872,,POINT (218633.05330000073 915310.3858999982)
8856,MAIN ST @ ALTAVESTA CIRCLE,94,26.9,39.6,1080.5,0.506,0.286170213,,POINT (244384.95899999887 915313.3355999999)
8857,MAIN ST OPP O'NEIL RD,94,1,39.6,1080.5,0.506,0.010638298,,POINT (244817.17610000074 915313.9400000013)
8858,MAIN ST @ NICHOLS ST,94,47.8,39.6,1080.5,0.506,0.508510638,,POINT (228594.03559999913 915316.5148000009)
8860,ELM ST @ TRAVERSE ST,94,34.9,40.5,1954.2,0.467,0.371276596,,POINT (229973.72460000217 915321.0370999984)
8861,ELM ST @ WARD ST,94,7.9,40.5,1954.2,0.467,0.084042553,,POINT (244012.5156000033 915322.0003000014)
8862,ELM ST @ WEST ST,94,21.3,40.5,1954.2,0.467,0.226595745,,POINT (218652.03119999915 915322.8128000014)
8863,ELM ST @ MONUMENT,94,135.7,33.6,3315.200001,0.508,1.443617021,,POINT (219058.04670000076 915323.25)
8864,MAIN ST @ MIDDLESEX CANAL PK,94,49.1,43.2,1577.9,0.481,0.522340426,,POINT (219047.7072999999 915326.4913000017)
8865,MAIN ST OPP CAPOZZI CIR,94,6.9,41.3,1159.4,0.488,0.073404255,,POINT (250656.83460000157 915326.9362000003)
8866,MAIN ST @ EATON AVE,94,38.3,43.2,1577.9,0.481,0.407446809,,POINT (239888.29670000076 915331.0626999997)
8867,MAIN ST @ CHARLES GARDNER LN,94,16.9,40.4,2584.899999,0.485,0.179787234,,POINT (244391.7696999982 915331.2259999998)
8868,MAIN ST OPP CHARLES ST,94,25.3,40.4,2584.899999,0.485,0.269148936,,POINT (230408.67069999874 915334.2511)
8869,MAIN ST @ KILBY ST,94,26.8,40.4,2584.899999,0.485,0.285106383,,POINT (244758.61349999905 915336.184799999)
8870,466 MAIN ST OPP UNION ST,94,146.4,41.3,2185.799999,0.506,1.557446809,,POINT (249316.48099999875 915336.8090999983)
8901,BACON ST @ SCHOOL ST,103,61.1,36.2,2917.099997,0.524,0.593203883,,POINT (230404.87189999968 915339.251699999)
8904,BACON ST @ VARNUM PK,103,60.2,36.2,2917.099997,0.524,0.584466019,,POINT (237261.65160000324 915347.1253999993)
8905,BACON ST OPP GREENWOOD LN,103,4,36.2,2917.099997,0.524,0.038834951,,POINT (237257.5829000026 915352.0661000013)
8906,BACON ST OPP CLARK LN,103,26.3,36.2,2917.099997,0.524,0.255339806,,POINT (249332.0623999983 915359.4376999997)
8959,READVILLE ST @ NORTON ST,69,158,37.2,1954.699999,0.485,2.289855072,,POINT (244621.7674999982 915360.6317000017)
8960,READVILLE ST @ COMO RD,74,8.8,37.2,1954.699999,0.485,0.118918919,,POINT (222562.01940000057 915362.8925999999)
8961,READVILLE ST @ W MILTON ST,74,67.3,37.2,1954.699999,0.485,0.909459459,,POINT (244601.22439999878 915364.2036000006)
8962,W MILTON ST @ PINE AVE,74,2,38,2044.799998,0.465,0.027027027,,POINT (250702.16070000082 915366.9523999989)
8963,W MILTON ST @ W MILTON PL,74,4,38,2044.799998,0.465,0.054054054,,POINT (246147.00159999728 915373.7296000011)
8964,W MILTON ST @ ERNEST AVE,74,1.3,38,2044.799998,0.465,0.017567568,,POINT (246153.98420000076 915382.6251000017)
8970,RIVER ST OPP NEPONSET VALLEY,55,2,37.2,1954.699999,0.485,0.036363636,,POINT (244417.50450000167 915390.5718999989)
8971,1799 RIVER ST OPP NORTON ST,55,28.5,37.2,1954.699999,0.485,0.518181818,,POINT (224585.98420000076 915393.2501999997)
8973,RIVER ST OPP VALLARO RD,55,17,37.2,1954.699999,0.485,0.309090909,,POINT (244431.0468999967 915396.8751000017)
8975,RIVER ST @ SOLARIS RD,55,30,38,2044.799998,0.465,0.545454545,,POINT (218773.76389999688 915402.4970999993)
8993,BROOKLINE AVE OPP NEWBURY ST,746,119.5,26.7,11224.80005,0.404,0.160187668,,POINT (218780.79299999774 915406.8876999989)
9000,SYLVAN ST @ KIMBALL ST,170,507.6,50.5,3650.599995,0.467,2.985882353,,POINT (244426.03019999713 915408.8224)
9001,SYLVAN ST @ BLANTYRE RD,170,35.1,50.5,3650.599995,0.467,0.206470588,,POINT (250755.0398999974 915412.680300001)
9002,SYLVAN ST @ GILBERT ST,170,53,50.5,3650.599995,0.467,0.311764706,,POINT (218169.2725000009 915420.0927000009)
9003,SYLVAN ST @ LEBANON ST,170,155.5,50.5,3650.599995,0.467,0.914705882,,POINT (243935.9877000004 915429.1050000004)
9006,LEBANON ST @ BRATLEY ST,170,11.7,39.8,1512.500001,0.464,0.068823529,,POINT (250786.01810000092 915439.3834000006)
9008,LEBANON ST @ FOREST ST,170,49.5,39.8,1512.500001,0.464,0.291176471,,POINT (218165.4878000021 915440.0018999986)
9018,SALEM ST OPP WESCOTT ST,223,113.2,39.7,5475.499996,0.477,0.507623318,,POINT (239509.16820000112 915451.0357999988)
9019,68 HUNTING ST OPP HUNTING PLA,223,392.5,39.7,5475.499996,0.477,1.760089686,,POINT (233598.8249000013 906803.5518999994)
9020,HUNTING ST @ SALEM ST,223,16,39.7,5475.499996,0.477,0.071748879,,POINT (221774.58110000193 906803.8194000013)
9021,SALEM ST @ HOME ST,427,1072.8,35.8,6792.900013,0.498,2.512412178,,POINT (235997.72800000012 906803.8407999985)
9023,SALEM ST @ STANTON ST,427,350.4,37.2,5280.099988,0.504,0.820608899,,POINT (233675.41420000046 906804.7256000005)
9024,SALEM ST OPP SPRUCE ST,427,141.3,35.8,6792.900013,0.498,0.330913349,,POINT (236863.52830000222 906807.0075000003)
9025,SALEM ST @ LEBANON ST,427,801.7,35.8,6792.900013,0.498,1.877517564,,POINT (233922.7655000016 906807.0623999983)
9026,SALEM ST @ ROCKWELL ST,626,1348.1,35.9,6421.099995,0.504,2.153514377,,POINT (233911.44829999655 906807.6207000017)
9028,PLEASANT ST OPP RUSSELL ST,502,260.3,38.3,6648.299998,0.507,0.518525896,,POINT (233763.68159999698 906807.7373000011)
9029,HIGHLAND AVE @ PLEASANT ST,208,120.5,38.3,6648.299998,0.507,0.579326923,,POINT (233783.89159999788 906808.3213)
9030,HIGHLAND AVE @ WENTWORTH ST,208,74.7,38.9,6338.899993,0.495,0.359134615,,POINT (240177.65609999746 906808.4558999985)
9031,400 CENTRE ST EAST,879,1142.2,43.4,3329.999998,0.448,1.299431172,,POINT (233505.9883000031 906822.6099999994)
9032,HIGHLAND AVE @ EMERALD ST,208,156.4,38.9,6338.899993,0.495,0.751923077,,POINT (228946.7370999977 906832.500500001)
9033,HIGHLAND AVE @ THACHER ST,208,38.2,38.9,6338.899993,0.495,0.183653846,,POINT (229355.21930000186 906834.5375000015)
9034,HIGHLAND AVE @ OAKLAND ST,208,158.3,36.6,6564.300016,0.513,0.761057692,,POINT (228138.7195999995 906835.739599999)
9035,HIGHLAND AVE @ MEDFORD ST,208,109.3,37.3,4916.600008,0.507,0.525480769,,POINT (229349.13910000026 906837.9079999998)
9036,HIGHLAND AVE @ DEVIR ST,208,246.9,37.3,4916.600008,0.507,1.187019231,,POINT (231145.92559999973 906838.0687999986)
9037,HIGHLAND AVE @ MIDDLESEX AVE,208,255.4,36.4,3495.399998,0.519,1.227884615,,POINT (228944.23129999638 906838.1334999986)
9038,MIDDLESEX AVE @ FIRST ST,223,98.8,34.5,4413.800004,0.488,0.443049327,,POINT (233463.51720000058 906839.9426999986)
9039,MIDDLESEX AVE @ THIRD ST,223,58.4,36.4,3495.399998,0.519,0.261883408,,POINT (240193.34109999985 906842.4149999991)
9040,RIVERSIDE AVE @ MIDDLESEX AVE,223,121,34.1,6444.200024,0.501,0.542600897,,POINT (231140.85760000348 906842.5625)
9041,RIVERSIDE AVE @ FELLSWAY,223,67.8,34.1,6444.200024,0.501,0.304035874,,POINT (220232.97259999812 906844.3495000005)
9042,FELLSWAY @ RIVERSIDE AVE,615,963.2,39,1601.600001,0.492,1.566178862,,POINT (234634.87910000235 906850.1988999993)
9043,FELLSWAY @ WELLINGTON CIRCLE,615,642,39,1601.600001,0.492,1.043902439,,POINT (238577.23430000246 906851.3927999996)
9045,FELLSWAY @ BRADBURY AVE,610,313.8,39,1601.600001,0.492,0.51442623,,POINT (238577.23430000246 906851.3927999996)
9047,RIVERSIDE AVE @ MIDDLESEX AVE,213,76.2,34.1,6444.200024,0.501,0.357746479,,POINT (239776.0747999996 906851.435800001)
9048,MIDDLESEX AVE @ THIRD ST,213,39.6,34.5,4413.800004,0.488,0.185915493,,POINT (226032.91009999812 906853.1834999993)
9049,MIDDLESEX AVE @ FIRST ST,213,117.4,34.5,4413.800004,0.488,0.551173709,,POINT (235983.22330000252 906853.3429999985)
9050,MIDDLESEX AVE @ HIGHLAND AVE,198,302.1,36.4,3495.399998,0.519,1.525757576,,POINT (234636.4668999985 906856.1356999986)
9051,41 HIGHLAND AVE OPP DEVIR ST,198,202.3,37.3,4916.600008,0.507,1.021717172,,POINT (221478.57389999926 906860.1108999997)
9052,HIGHLAND AVE @ MEDFORD ST,198,140.2,37.3,4916.600008,0.507,0.708080808,,POINT (220240.71850000322 906862.9998999983)
9053,HIGHLAND AVE @ OAKLAND ST,198,165.5,36.6,6564.300016,0.513,0.835858586,,POINT (221459.29320000112 906864.7842000015)
9054,HIGHLAND AVE @ THACHER ST,198,67.5,38.3,6648.299998,0.507,0.340909091,,POINT (231801.04670000076 906875.5628999993)
9055,HIGHLAND AVE @ ADAMS ST,198,193.3,38.9,6338.899993,0.495,0.976262626,,POINT (233398.1379000023 906876.7204999998)
9056,HIGHLAND AVE @ CHARLES ST,198,179.9,38.3,6648.299998,0.507,0.908585859,,POINT (231796.26299999654 906878.1612000018)
9057,HIGHLAND AVE @ WENTWORTH ST,198,101.4,36.8,7404.199991,0.529,0.512121212,,POINT (232054.23640000075 906892.0998999998)
9058,HIGHLAND AVE @ PLEASANT ST,198,76.5,38.3,6648.299998,0.507,0.386363636,,POINT (232053.2168999985 906897.5289000012)
9060,SALEM ST @ MAPLEWOOD ST,416,718.8,35.8,6792.900013,0.498,1.727884615,,POINT (237398.4353 906899.6867000014)
9061,SALEM ST @ SPRUCE ST,416,236.6,37.2,5280.099988,0.504,0.56875,,POINT (241451.49970000237 906901.7501000017)
9063,SALEM ST @ BROADWAY,416,783.8,37.2,5280.099988,0.504,1.884134615,,POINT (239636.84120000154 906902.6129000001)
9067,SALEM ST @ BELLVALE ST,213,222.5,39.8,6352.399988,0.506,1.044600939,,POINT (221294.5956000015 906905.7533)
9068,SALEM ST @ BRENTWOOD ST,213,46.4,32.5,4270.400001,0.493,0.217840376,,POINT (224049.32720000297 908953.5760000013)
9069,SALEM ST @ REVERE ST,213,143.9,32.5,4270.400001,0.493,0.675586854,,POINT (237852.15609999746 908963.375)
9070,SALEM ST @ LYNN ST,286,304.9,38.8,4796.699997,0.491,1.066083916,,POINT (239272.54649999738 908964.1875)
9071,WARREN ST @ MELROSE ST,100,54.5,47.3,2639,0.48,0.545,,POINT (246572.42890000343 908972.9574000016)
9074,FRANKLIN ST OPP GREENWOOD ST,50,22.5,47.3,2639,0.48,0.45,,POINT (232740.0006000027 908985.1002999991)
9075,FRANKLIN ST @ ASHLAND ST,50,9,42,3870.799994,0.483,0.18,,POINT (246610.9177000001 908993.8181000017)
9076,FRANKLIN ST @ ALBION ST,50,9,48.3,2172.3,0.443,0.18,,POINT (238047.74769999832 908998.6642999984)
9077,PORTER ST @ ROWE ST,50,20.5,42.3,3313.300007,0.475,0.41,,POINT (238047.74769999832 908998.6642999984)
9078,PORTER ST @ BELLEVUE AVE,50,1,43.2,2939.700001,0.497,0.02,,POINT (235582.26309999824 908999.6730000004)
9079,PORTER ST @ GARFIELD RD,50,12.5,42.3,3313.300007,0.475,0.25,,POINT (239427.95149999857 909008.0795000009)
9080,PORTER ST @ MORELAND RD,50,2.5,40.7,2994.899998,0.489,0.05,,POINT (236343.53760000318 909011.6081000008)
9081,PORTER ST @ EAST ST,50,4,43,1572.5,0.485,0.08,,POINT (235578.1801000014 909018.5582000017)
9082,EAST ST OPP SHEFFIELD RD,50,1,40.7,2994.899998,0.489,0.02,,POINT (239426.1875 909021.8751000017)
9083,EAST ST @ ENMORE RD,50,3,40.7,2994.899998,0.489,0.06,,POINT (236377.6656000018 909029.9479999989)
9084,EAST ST @ UPHAM ST,50,5.5,40.7,2994.899998,0.489,0.11,,POINT (241351.127700001 909031.9211999997)
9085,UPHAM ST @ HIGHVIEW AVE,50,3.5,40.5,3703.299997,0.475,0.07,,POINT (224033.50509999692 909037.8090999983)
9086,WAVERLY AVE @ FIRST ST,50,12.5,40.5,3703.299997,0.475,0.25,,POINT (238459.09049999714 909047.1101000011)
9087,WAVERLY AVE @ LAUREL ST,50,9,44.4,752.6999999,0.472,0.18,,POINT (238465.5645999983 909047.6022000015)
9088,LAUREL ST @ HIGHVIEW AVE,50,3.5,44.4,752.6999999,0.472,0.07,,POINT (230326.28090000153 909048.5001000017)
9089,184 LAUREL ST,50,7.5,44.4,752.6999999,0.472,0.15,,POINT (236627.18439999968 909050.3577000014)
9090,166 LAUREL ST,50,6.5,44.4,752.6999999,0.472,0.13,,POINT (234424.60440000147 909052.7666000016)
9091,LAUREL ST @ SIXTH ST,50,11.5,44.4,752.6999999,0.472,0.23,,POINT (236655.67400000244 909052.9037000015)
9092,GROVE ST OPP GOSS AVE,50,16.5,40.5,3541.4,0.488,0.33,,POINT (238593.48640000075 909059.8227000013)
9093,GROVE ST OPP FLORENCE AVE,50,5.5,40.5,3541.4,0.488,0.11,,POINT (238600.02480000257 909060.504999999)
9095,GROVE ST OPP ARGYLE ST,50,31,40.5,3541.4,0.488,0.62,,POINT (230373.15370000154 909065.2049999982)
9096,GROVE ST @ GOOCH ST,50,39.5,39,3229.900001,0.482,0.79,,POINT (230345.40619999915 909065.8753000014)
9097,GROVE ST @ LEBANON ST,50,29,40.5,3541.4,0.488,0.58,,POINT (234589.3492999971 909069.0430000015)
9098,GROVE ST OPP LINWOOD AVE,50,8.5,41.1,4975.600008,0.442,0.17,,POINT (234610.3920999989 909071.0302000009)
9099,GROVE ST @ WALNUT ST,50,7.5,41.1,4975.600008,0.442,0.15,,POINT (236792.78360000253 909076.0516999997)
9100,GROVE ST @ MAIN ST,50,19,36.4,5525.499992,0.478,0.38,,POINT (238759.59619999677 909076.1711000018)
9101,WINTHROP ST @ WINFORD WAY,102,4.5,49.6,692.3000001,0.487,0.044117647,,POINT (230367.31210000068 909077.5626999997)
9103,MAIN ST @ TOWN WAY,102,2,42.5,1733.500001,0.484,0.019607843,,POINT (238776.70880000293 909077.9890000001)
9104,MAIN ST @ HIGHLAND AVE,102,3,42.5,1733.500001,0.484,0.029411765,,POINT (236826.15150000155 909081.7087000012)
9105,MAIN ST @ EVERELL RD,102,12.8,42.5,1733.500001,0.484,0.125490196,,POINT (224023.3355000019 909084.1605000012)
9106,MAIN ST @ MARSHALL RD,102,3.4,43,1940.200001,0.497,0.033333333,,POINT (226653.00639999658 909086.0344000012)
9107,MAIN ST @ CHESTNUT ST,102,2.3,43,1940.200001,0.497,0.02254902,,POINT (234781.33619999886 909090.7357000001)
9108,MAIN ST @ PROSPECT ST,102,9.5,43,1940.200001,0.497,0.093137255,,POINT (234813.80340000242 909097.3801999986)
9109,MAIN ST @ FAIRVIEW TERR,102,26,43,1940.200001,0.497,0.254901961,,POINT (238964.37470000237 909115.0001999997)
9111,MAIN ST @ VINE ST,102,106.2,44.9,1953.9,0.462,1.041176471,,POINT (238964.37470000237 909115.0001999997)
9113,MAIN ST @ LAKE ST,102,103.4,47.7,2246.6,0.461,1.01372549,,POINT (234989.26259999722 909116.8471000008)
9114,757 MAIN ST,102,25.3,39.8,2861.100001,0.476,0.248039216,,POINT (245236.6651000008 912957.1568999998)
9115,MAIN ST OPP RICHARDSON ST,102,120.5,39.8,2861.100001,0.476,1.181372549,,POINT (244279.5997999981 912958.8145999983)
9116,MAIN ST OPP HEMMINGWAY ST,102,13.9,39.8,2861.100001,0.476,0.13627451,,POINT (240354.18299999833 912959.9946000017)
9117,MAIN ST OPP SHERIDAN CIRCLE,102,26.5,40.2,2355.800001,0.475,0.259803922,,POINT (243076.4503000006 912961.7204000019)
9118,MAIN ST @ CRANES CT,102,55.9,40,1514.900001,0.48,0.548039216,,POINT (240072.43900000304 912967.7496999986)
9119,MAIN ST @ VINING CT,102,28,40.5,2150.899999,0.497,0.274509804,,POINT (246815.5949999988 912968.6039999984)
9120,MAIN ST @ RICHARDSON ST,102,17.3,40,1514.900001,0.48,0.169607843,,POINT (238893.88379999995 912969.627799999)
9121,MAIN ST @ FOWLE ST,102,45.9,40,1514.900001,0.48,0.45,,POINT (246845.1928000003 912977.943500001)
9122,MAIN ST @ GREEN ST,102,48.8,40.5,2150.899999,0.497,0.478431373,,POINT (243772.8351000026 912996.7657999992)
9123,MAIN ST OPP MYRTLE ST,102,25.1,49.8,3282.699999,0.481,0.246078431,,POINT (243754.45269999653 912997.1873999983)
9124,MAIN ST @ MONTVALE AVE,94,95.7,36.6,3931.800001,0.513,1.018085106,,POINT (243073.91459999979 912999.4431000017)
9125,COMMON ST @ WOBURN CITY HALL,195,310.9,49.8,3282.699999,0.481,1.594358974,,POINT (246922.29569999874 913001.7941999994)
9127,MAIN ST @ EVERETT ST,94,168,36.6,3931.800001,0.513,1.787234043,,POINT (236066.61439999938 913003.1583000012)
9128,MAIN ST @ MANNING ST,94,27.4,43.2,1577.9,0.481,0.291489362,,POINT (229039.5569999963 913005.6297999993)
